M_FR21_J40-J47,M_FR21,"27,9","23,3"
M_FR21_J45_J46,M_FR21,"1,53","1,38"
M_FR21_J_OTH,M_FR21,"24,38","21,46"
M_FR21_K,M_FR21,"44,15","50,13"
M_FR21_K25-K28,M_FR21,"0,77","1,53"
M_FR21_K70_K73_K74,M_FR21,"19,78","19,62"
M_FR21_K_OTH,M_FR21,"23,61","28,97"
M_FR21_L,M_FR21,"1,69","0,61"
M_FR21_M,M_FR21,"6,9","5,21"
M_FR21_M_OTH,M_FR21,"6,29","4,6"
M_FR21_N,M_FR21,"16,71","14,56"
M_FR21_N00-N29,M_FR21,"11,8","9,66"
M_FR21_N_OTH,M_FR21,"4,91","4,91"
M_FR21_P,M_FR21,"1,84","2,15"
M_FR21_Q,M_FR21,"2,76","2,61"
M_FR21_R,M_FR21,"87,54","80,33"
M_FR21_R95,M_FR21,"0,15","0,31"
M_FR21_R96-R99,M_FR21,"39,86","36,48"
M_FR21_RHEUM_ARTHRO,M_FR21,"0,61","0,61"
M_FR21_R_OTH,M_FR21,"47,52","43,54"
M_FR21_TOXICO,M_FR21,"0,77","0,46"
M_FR21_V01-Y89,M_FR21,"83,24","70,36"
M_FR21_V01-Y89_OTH,M_FR21,"1,38","0,92"
M_FR21_V_Y85,M_FR21,"8,28","6,9"
M_FR21_W00-W19,M_FR21,"11,5","10,88"
M_FR21_W65-W74,M_FR21,"1,38","1,38"
M_FR21_X40-X49,M_FR21,"4,6","3,22"
M_FR21_X60-X84_Y870,M_FR21,"28,82","24,37"
M_FR21_X85-Y09_Y871,M_FR21,"0,61","0,46"
M_FR21_Y10-Y34_Y872,M_FR21,"1,23","1,69"
M_FR21_C61,M_FR21,"30,66","32,8"
F_FR21_A-R_V-Y,F_FR21,"971,97","895,16"
F_FR21_A15-A19_B90,F_FR21,"0,87","0,73"
F_FR21_ACC,F_FR21,"45,52","35,21"
F_FR21_ACC_OTH,F_FR21,"22,83","18,77"
F_FR21_A_B,F_FR21,"21,82","19,93"
F_FR21_A_B_OTH,F_FR21,"19,34","17,17"
F_FR21_B15-B19_B942,F_FR21,"1,45","1,89"
F_FR21_B20-B24,F_FR21,"0,15","0,15"
F_FR21_C,F_FR21,"213,8","204,11"
F_FR21_C00-C14,F_FR21,"1,75","3,06"
F_FR21_C00-D48,F_FR21,"226,74","216,04"
F_FR21_C15,F_FR21,"1,89","1,6"
F_FR21_C16,F_FR21,"4,65","4,51"
F_FR21_C18-C21,F_FR21,"24,58","24,3"
F_FR21_C22,F_FR21,"9,16","6,11"
F_FR21_C25,F_FR21,"16,43","14,98"
F_FR21_C32,F_FR21,"0,29","0,44"
F_FR21_C33_C34,F_FR21,"29,23","28,08"
F_FR21_C43,F_FR21,"2,04","2,33"
F_FR21_C50,F_FR21,"41,01","38,7"
F_FR21_C53,F_FR21,"2,91","3,64"
F_FR21_C54_C55,F_FR21,"10,33","9,75"
F_FR21_C56,F_FR21,"12,07","11,2"
F_FR21_C64,F_FR21,"4,07","2,47"
F_FR21_C67,F_FR21,"3,93","4,51"
F_FR21_C70-C72,F_FR21,"3,93","5,09"
F_FR21_C73,F_FR21,"0,87","1,16"
F_FR21_C81-C86,F_FR21,"5,24","5,53"
F_FR21_C88_C90_C96,F_FR21,"4,8","4,22"
F_FR21_C91-C95,F_FR21,"7,13","5,82"
F_FR21_C_OTH,F_FR21,"27,49","26,62"
F_FR21_D00-D48,F_FR21,"12,94","11,93"
F_FR21_D50-D89,F_FR21,"4,65","3,2"
